Name,Description,Crop/variety,Season,length FB,Nr plants FB,Area/Location
2021-W43 Radishes HVE13-N,Length (m): 9.8; Nr of plants:,Radishes,AUTUMN,9.8,,HortasDoVale-East (HDVE) - bed 13 north section
2021-W43 Rapini HVE12-N,Length (m): 8.02; Nr of plants: 962,Rapini,AUTUMN,8.02,962,HortasDoVale-East (HDVE) - bed 12 north section
2021-W43 Spinaches HVE12-N,Length (m): 4.76; Nr of plants: 152,Spinaches,AUTUMN,4.76,152,HortasDoVale-East (HDVE) - bed 12 north section
2021-W43 Turnip greens HVE12-N,Length (m): 8.02; Nr of plants: 962,Turnip greens,AUTUMN,8.02,962,HortasDoVale-East (HDVE) - bed 12 north section
2021-W43 Turnip HVE13-N,Length (m): 18.7; Nr of plants: 2244,Turnip,AUTUMN,18.7,2244,HortasDoVale-East (HDVE) - bed 13 north section
2021-W44 Coriander SGH2-N,Length (m): 4.36; Nr of plants: 139,Coriander,AUTUMN,4.36,139,Summer Green House (SGH) - bed 2 north section
2021-W44 Mizuna green SGH2-N,Length (m): 2.67; Nr of plants: 85,Mizuna green,AUTUMN,2.67,85,Summer Green House (SGH) - bed 2 north section
2021-W44 Pack choi WGH5,Length (m): 15.1; Nr of plants: 241,Pack choi,AUTUMN,15.1,241,Winter Green House - bed 5
2021-W45 Chinese cabbage SGH1-N,Length (m): 16; Nr of plants: 144,Chinese cabbage,AUTUMN,16,144,Summer Green House (SGH) - bed 1 north section
2021-W45 Lettuce HVW15-S,Length (m): 5.34; Nr of plants: 85,Lettuce,AUTUMN,5.34,85,HortasDoVale-West (HDVW) - bed 15 south section
2021-W45 Parsley SGH3-S,Length (m): 5.34; Nr of plants: 170,Parsley,AUTUMN,5.34,170,Summer Green House (SGH) - bed 3 south section
2021-W46 Coriander SGH3-S,Length (m): 2.67; Nr of plants: 85,Coriander,AUTUMN,2.67,85,Summer Green House (SGH) - bed 3 south section
2021-W46 Coriander WGH3,Length (m): 7.39; Nr of plants: 236,Coriander,AUTUMN,7.39,236,Winter Green House - bed 3
2021-W46 Garlic HVE18-N,Length (m): 27.6; Nr of plants: 883,Garlic,AUTUMN,27.6,883,HortasDoVale-East (HDVE) - bed 18 north section
2021-W46 Leek HVE09-S,Length (m): 3.56; Nr of plants: 106,Leek,AUTUMN,3.56,106,HortasDoVale-East (HDVE) - bed 9 south section
2021-W46 Leek HVE18-S,Length (m): 27.6; Nr of plants: 828,Leek,AUTUMN,27.6,828,HortasDoVale-East (HDVE) - bed 18 south section
2021-W46 Mizuna green HVE16-N,Length (m): 4.45; Nr of plants: 142,Mizuna green,AUTUMN,4.45,142,HortasDoVale-East (HDVE) - bed 16 north section
2021-W46 Mizuna purple HVE16-N,Length (m): 4.45; Nr of plants: 142,Mizuna purple,AUTUMN,4.45,142,HortasDoVale-East (HDVE) - bed 16 north section
2021-W46 Rucula HVE16-N,Length (m): 5.34; Nr of plants: 170,Rucula,AUTUMN,5.34,170,HortasDoVale-East (HDVE) - bed 16 north section
2021-W46 Spinaches HVE12-S,Length (m): 4.76; Nr of plants: 152,Spinaches,AUTUMN,4.76,152,HortasDoVale-East (HDVE) - bed 12 south section
2021-W47 Carrot WGH7,Length (m): 9.8; Nr of plants: 1470,Carrot,AUTUMN,9.8,1470,Winter Green House - bed 7
2021-W47 Carrot WGH8,Length (m): 9.8; Nr of plants: 1960,Carrot,AUTUMN,9.8,1960,Winter Green House - bed 8
2021-W47 Lambs lettuce HVE16-N,Length (m): 8.91; Nr of plants: 285,Lambs lettuce,AUTUMN,8.91,285,HortasDoVale-East (HDVE) - bed 16 north section
2021-W47 Lettuce WGH6,Length (m): 8.02; Nr of plants: 128,Lettuce,AUTUMN,8.02,128,Winter Green House - bed 6
2021-W47 Salanova WGH6,Length (m): 8.02; Nr of plants: 128,Salanova,AUTUMN,8.02,128,Winter Green House - bed 6
2021-W47 Spinaches HVE16-S,Length (m): 17.8; Nr of plants: 569,Spinaches,AUTUMN,17.8,569,HortasDoVale-East (HDVE) - bed 16 south section
2021-W48 Broad beans HVE17,Length (m): 55.2; Nr of plants: 330,Broad beans,AUTUMN,55.2,330,HortasDoVale-East (HDVE) - bed 17
2021-W48 Horseradish HVE15-N,Length (m): 13.4; Nr of plants: 2010,Horseradish,AUTUMN,13.4,2010,HortasDoVale-East (HDVE) - bed 15 north section
2021-W48 N.Z. Spinaches HVE23-N,Length (m): 14.8; Nr of plants: 133,N.Z. Spinaches,AUTUMN,14.8,133,HortasDoVale-East (HDVE) - bed 23 north section
2021-W48 Radishes HVE15-N,Length (m): 10.7; Nr of plants: 1605,Radishes,AUTUMN,10.7,1605,HortasDoVale-East (HDVE) - bed 15 north section
2021-W48 Rapini HVE12-S,Length (m): 9.53; Nr of plants: 1143,Rapini,AUTUMN,9.53,1143,HortasDoVale-East (HDVE) - bed 12 south section
2021-W48 Turnip greens HVE12-S,Length (m): 9.53; Nr of plants: 1143,Turnip greens,AUTUMN,9.53,1143,HortasDoVale-East (HDVE) - bed 12 south section
2021-W49 Strawberry HVE05,Length (m): 55.2; Nr of plants: 414,Strawberry,AUTUMN,55.2,414,HortasDoVale-East (HDVE) - bed 5
2021-W49 Strawberry HVE06,Length (m): 55.2; Nr of plants: 414,Strawberry,AUTUMN,55.2,414,HortasDoVale-East (HDVE) - bed 6
2021-W49 Strawberry HVE07,Length (m): 55.2; Nr of plants: 414,Strawberry,AUTUMN,55.2,414,HortasDoVale-East (HDVE) - bed 7
2021-W50 Celery SGH4-S,Length (m): 5.34; Nr of plants: 85,Celery,WINTER,5.34,85,Summer Green House (SGH) - bed 4 south section
2021-W50 Garlic HVE15-S,Length (m): 14.3; Nr of plants: 457,Garlic,WINTER,14.3,457,HortasDoVale-East (HDVE) - bed 15 south section
2021-W50 Lettuce SGH4-S,Length (m): 4.45; Nr of plants: 71,Lettuce,WINTER,4.45,71,Summer Green House (SGH) - bed 4 south section
2021-W50 Strawberry HVW24,Length (m): 57; Nr of plants: 144,Strawberry,WINTER,57,144,HortasDoVale-West (HDVW) - bed 24
2021-W50 Strawberry HVW25,Length (m): 57; Nr of plants: 156,Strawberry,WINTER,57,156,HortasDoVale-West (HDVW) - bed 25
2021-W52 Celery HVE23-N,Length (m): 19.6; Nr of plants: 313,Celery,WINTER,19.6,313,HortasDoVale-East (HDVE) - bed 23 north section
2022-W01 Chinese cabbage HVE24-S,Length (m): 19.6; Nr of plants: 156,Chinese cabbage,WINTER,19.6,156,HortasDoVale-East (HDVE) - bed 24 south section
2022-W01 Dill HVE24-N,Length (m): 5.34; Nr of plants: 85,Dill,WINTER,5.34,85,HortasDoVale-East (HDVE) - bed 24 north section
2022-W01 Land cress HVE24-N,Length (m): 3.56; Nr of plants: 113,Land cress,WINTER,3.56,113,HortasDoVale-East (HDVE) - bed 24 north section
2022-W01 Lettuce HVE23-N,Length (m): 6.23; Nr of plants: 99,Lettuce,WINTER,6.23,99,HortasDoVale-East (HDVE) - bed 23 north section
2022-W01 Lettuce HVE23-S,Length (m): 13.4; Nr of plants: 214,Lettuce,WINTER,13.4,214,HortasDoVale-East (HDVE) - bed 23 south section
2022-W01 Lettuce HVE24-S,Length (m): 8.91; Nr of plants: 142,Lettuce,WINTER,8.91,142,HortasDoVale-East (HDVE) - bed 24 south section
2022-W01 Pack choi HVE23-S,Length (m): 19.6; Nr of plants: 313,Pack choi,WINTER,19.6,313,HortasDoVale-East (HDVE) - bed 23 south section
2022-W01 Parsley HVE24-N,Length (m): 8.91; Nr of plants: 285,Parsley,WINTER,8.91,285,HortasDoVale-East (HDVE) - bed 24 north section
2022-W01 Radishes SGH4-N,Length (m): 8.02; Nr of plants: 962,Radishes,WINTER,8.02,962,Summer Green House (SGH) - bed 4 north section
2022-W01 Salanova HVE24-N,Length (m): 11.6; Nr of plants: 185,Salanova,WINTER,11.6,185,HortasDoVale-East (HDVE) - bed 24 north section
2022-W01 Salanova HVE24-S,Length (m): 4.45; Nr of plants: 71,Salanova,WINTER,4.45,71,HortasDoVale-East (HDVE) - bed 24 south section
2022-W02 Lettuce SGH3-N,Length (m): 8.02; Nr of plants: 128,Lettuce,WINTER,8.02,128,Summer Green House (SGH) - bed 3 north section
2022-W02 Onion HVE01,Length (m): 55.2; Nr of plants: 1766,Onion,WINTER,55.2,1766,HortasDoVale-East (HDVE) - bed 1
2022-W02 Onion HVE02,Length (m): 55.2; Nr of plants: 1766,Onion,WINTER,55.2,1766,HortasDoVale-East (HDVE) - bed 2
2022-W03 Garlic HVE15-S,Length (m): 28.5; Nr of plants: 912,Garlic,WINTER,28.5,912,HortasDoVale-East (HDVE) - bed 15 south section
2022-W03 Garlic HVE26-S,Length (m): 28.5; Nr of plants: 912,Garlic,WINTER,28.5,912,HortasDoVale-East (HDVE) - bed 26 south section
2022-W04 Aubergine WGH7,Length (m): 10.7; Nr of plants: 48,Aubergine,WINTER,10.7,48,Winter Green House - bed 7
2022-W04 Aubergine WGH8,Length (m): 9.8; Nr of plants: 44,Aubergine,WINTER,9.8,44,Winter Green House - bed 8
2022-W04 Beetroot HVE16-S,Length (m): 23.2; Nr of plants: 371,Beetroot,WINTER,23.2,371,HortasDoVale-East (HDVE) - bed 16 south section
2022-W04 Carrot WGH5,Length (m): 21.4; Nr of plants: 4280,Carrot,WINTER,21.4,4280,Winter Green House - bed 5
2022-W04 Lettuce HVE13-S,Length (m): 12.5; Nr of plants: 200,Lettuce,WINTER,12.5,200,HortasDoVale-East (HDVE) - bed 13 south section
2022-W04 Potato HVE19,Length (m): 55.2; Nr of plants: 276,Potato,WINTER,55.2,276,HortasDoVale-East (HDVE) - bed 19
2022-W04 Potato HVE20,Length (m): 55.2; Nr of plants: 276,Potato,WINTER,55.2,276,HortasDoVale-East (HDVE) - bed 20
2022-W04 Radishes WGH5,Length (m): 2.67; Nr of plants: 400,Radishes,WINTER,2.67,400,Winter Green House - bed 5
2022-W04 Spinaches HVE13-S,Length (m): 16; Nr of plants: 512,Spinaches,WINTER,16,512,HortasDoVale-East (HDVE) - bed 13 south section
2022-W05 Beetroot HVE21-N,Length (m): 25.8; Nr of plants: 180,Beetroot,WINTER,25.8,180,HortasDoVale-East (HDVE) - bed 21 north section
2022-W05 Chinese cabbage HVE21-S,Length (m): 9.8; Nr of plants: 78,Chinese cabbage,WINTER,9.8,78,HortasDoVale-East (HDVE) - bed 21 south section
2022-W05 Green cabbage HVE21-N,Length (m): 25.8; Nr of plants: 116,Green cabbage,WINTER,25.8,116,HortasDoVale-East (HDVE) - bed 21 north section
2022-W05 Kolrabi HVE21-N,Length (m): 25.8; Nr of plants: 116,Kolrabi,WINTER,25.8,116,HortasDoVale-East (HDVE) - bed 21 north section
2022-W05 Lambs lettuce HVE21-S,Length (m): 8.91; Nr of plants: 285,Lambs lettuce,WINTER,8.91,285,HortasDoVale-East (HDVE) - bed 21 south section
2022-W05 Mizuna green HVE21-S,Length (m): 5.34; Nr of plants: 170,Mizuna green,WINTER,5.34,170,HortasDoVale-East (HDVE) - bed 21 south section
2022-W06 Coriander HVE23-S,Length (m): 10.7; Nr of plants: 342,Coriander,WINTER,10.7,342,HortasDoVale-East (HDVE) - bed 23 south section
2022-W06 Green cabbage HVE27,Length (m): 49.8; Nr of plants: 224,Green cabbage,WINTER,49.8,224,HortasDoVale-East (HDVE) - bed 27
2022-W06 Horseradish HVE22-S,Length (m): 13; Nr of plants: 1950,Horseradish,WINTER,13,1950,HortasDoVale-East (HDVE) - bed 22 south section
2022-W06 Kolrabi HVE27,Length (m): 49.8; Nr of plants: 224,Kolrabi,WINTER,49.8,224,HortasDoVale-East (HDVE) - bed 27
2022-W06 Radishes HVE22-S,Length (m): 13; Nr of plants: 1950,Radishes,WINTER,13,1950,HortasDoVale-East (HDVE) - bed 22 south section
2022-W06 Rapini HVE22-N,Length (m): 18; Nr of plants: 2700,Rapini,WINTER,18,2700,HortasDoVale-East (HDVE) - bed 22 north section
2022-W06 Turnip greens HVE22-N,Length (m): 9; Nr of plants: 1350,Turnip greens,WINTER,9,1350,HortasDoVale-East (HDVE) - bed 22 north section
2022-W07 Lettuce HVE27,Length (m): 49.8; Nr of plants: 248,Lettuce,WINTER,49.8,248,HortasDoVale-East (HDVE) - bed 27
2022-W07 Purple cabbage HVE27-S,Length (m): 5.34; Nr of plants: 24,Purple cabbage,WINTER,5.34,24,HortasDoVale-East (HDVE) - bed 27 south section
2022-W07 Rucula HVE21-S,Length (m): 8.91; Nr of plants: 285,Rucula,WINTER,8.91,285,HortasDoVale-East (HDVE) - bed 21 south section
2022-W08 Broccoli HVW04,Length (m): 57; Nr of plants: 256,Broccoli,WINTER,57,256,HortasDoVale-West (HDVW) - bed 4
2022-W08 Curly kale HVE14-S,Length (m): 12.5; Nr of plants: 112,Curly kale,WINTER,12.5,112,HortasDoVale-East (HDVE) - bed 14 south section
2022-W08 Dinosaur kale HVE14-S,Length (m): 16; Nr of plants: 144,Dinosaur kale,WINTER,16,144,HortasDoVale-East (HDVE) - bed 14 south section
2022-W08 Green cabbage HVW14-S,Length (m): 26.7; Nr of plants: 120,Green cabbage,WINTER,26.7,120,HortasDoVale-West (HDVW) - bed 14 south section
2022-W08 Parsley SGH2-N,Length (m): 4.45; Nr of plants: 142,Parsley,WINTER,4.45,142,Summer Green House (SGH) - bed 2 north section
2022-W08 Parsley SGH4-N,Length (m): 4.45; Nr of plants: 142,Parsley,WINTER,4.45,142,Summer Green House (SGH) - bed 4 north section
2022-W08 Purple cabbage HVW14-N,Length (m): 31.2; Nr of plants: 140,Purple cabbage,WINTER,31.2,140,HortasDoVale-West (HDVW) - bed 14 north section
2022-W09 Beetroot HVW04,Length (m): 57; Nr of plants: 256,Beetroot,WINTER,57,256,HortasDoVale-West (HDVW) - bed 4
2022-W09 Beetroot HVW14,Length (m): 57; Nr of plants: 256,Beetroot,WINTER,57,256,HortasDoVale-West (HDVW) - bed 14
2022-W09 Cucumber WGH1,Length (m): 9.35; Nr of plants: 32,Cucumber,WINTER,9.35,32,Winter Green House - bed 1
2022-W09 Lettuce HVW04,Length (m): 57; Nr of plants: 256,Lettuce,WINTER,57,256,HortasDoVale-West (HDVW) - bed 4
2022-W09 Spinaches HVE08-S,Length (m): 29.4; Nr of plants: 940,Spinaches,WINTER,29.4,940,HortasDoVale-East (HDVE) - bed 8 south section
2022-W09 Spring onion HVE08-N,Length (m): 18.7; Nr of plants: 598,Spring onion,WINTER,18.7,598,HortasDoVale-East (HDVE) - bed 8 north section
2022-W09 Tomatoes small WGH6,Length (m): 9.8; Nr of plants: 13,Tomatoes small,WINTER,9.8,13,Winter Green House - bed 6
2022-W09 Tomatoes varied WGH4,Length (m): 21.4; Nr of plants: 42,Tomatoes varied,WINTER,21.4,42,Winter Green House - bed 4
2022-W09 Tomatoes varied WGH6,Length (m): 9.8; Nr of plants: 13,Tomatoes varied,WINTER,9.8,13,Winter Green House - bed 6
2022-W09 Zucchini WGH1,Length (m): 12; Nr of plants: 15,Zucchini,WINTER,12,15,Winter Green House - bed 1
2022-W09 Zucchini WGH2,Length (m): 21.4; Nr of plants: 28,Zucchini,WINTER,21.4,28,Winter Green House - bed 2
2022-W10 Cauliflower HVE26-N,Length (m): 24.9; Nr of plants: 112,Cauliflower,WINTER,24.9,112,HortasDoVale-East (HDVE) - bed 26 north section
2022-W10 Celery SGH1-N,Length (m): 16; Nr of plants: 256,Celery,WINTER,16,256,Summer Green House (SGH) - bed 1 north section
2022-W10 Chinese cabbage HVE10-S,Length (m): 30.3; Nr of plants: 242,Chinese cabbage,WINTER,30.3,242,HortasDoVale-East (HDVE) - bed 10 south section
2022-W10 Lambs lettuce SGH4-S,Length (m): 7.13; Nr of plants: 228,Lambs lettuce,WINTER,7.13,228,Summer Green House (SGH) - bed 4 south section
2022-W10 Lettuce HVE26-N,Length (m): 24.9; Nr of plants: 174,Lettuce,WINTER,24.9,174,HortasDoVale-East (HDVE) - bed 26 north section
2022-W10 Lettuce HVW14,Length (m): 57; Nr of plants: 256,Lettuce,WINTER,57,256,HortasDoVale-West (HDVW) - bed 14
2022-W10 Pack choi HVE22-N,Length (m): 27.6; Nr of plants: 441,Pack choi,WINTER,27.6,441,HortasDoVale-East (HDVE) - bed 22 north section
2022-W10 Radishes SGH3-S,Length (m): 6.23; Nr of plants: 934,Radishes,WINTER,6.23,934,Summer Green House (SGH) - bed 3 south section
2022-W10 Tomato roma HVW06,Length (m): 57; Nr of plants: 142,Tomato roma,WINTER,57,142,HortasDoVale-West (HDVW) - bed 6
2022-W10 Tomatoes small HVW06,Length (m): 33.8; Nr of plants: 84,Tomatoes small,WINTER,33.8,84,HortasDoVale-West (HDVW) - bed 6
2022-W10 Zucchini HVE23-S,Length (m): 8.91; Nr of plants: 11,Zucchini,WINTER,8.91,11,HortasDoVale-East (HDVE) - bed 23 south section
2022-W10 Zucchini HVE24-S,Length (m): 10.7; Nr of plants: 14,Zucchini,WINTER,10.7,14,HortasDoVale-East (HDVE) - bed 24 south section
2022-W11 Basil WGH4,Length (m): 21.4; Nr of plants: 64,Basil,SPRING,21.4,64,Winter Green House - bed 4
2022-W11 Basil WGH6,Length (m): 19.6; Nr of plants: 39,Basil,SPRING,19.6,39,Winter Green House - bed 6
2022-W11 Fennel bulb HVE08-N,Length (m): 8.91; Nr of plants: 356,Fennel bulb,SPRING,8.91,356,HortasDoVale-East (HDVE) - bed 8 north section
2022-W11 Lettuce HVW14,Length (m): 57; Nr of plants: 256,Lettuce,SPRING,57,256,HortasDoVale-West (HDVW) - bed 14
2022-W11 Mizuna purple SGH2-S,Length (m): 4.01; Nr of plants: 128,Mizuna purple,SPRING,4.01,128,Summer Green House (SGH) - bed 2 south section
2022-W11 N.Z. Spinaches SGH1-S,Length (m): 10.7; Nr of plants: 171,N.Z. Spinaches,SPRING,10.7,171,Summer Green House (SGH) - bed 1 south section
2022-W11 Rucula SGH2-S,Length (m): 6.68; Nr of plants: 213,Rucula,SPRING,6.68,213,Summer Green House (SGH) - bed 2 south section
2022-W11 Swiss chard HVW07-N,Length (m): 28.5; Nr of plants: 256,Swiss chard,SPRING,28.5,256,HortasDoVale-West (HDVW) - bed 7 north section
2022-W12 Beetroot HVW07-S,Length (m): 28.5; Nr of plants: 199,Beetroot,SPRING,28.5,199,HortasDoVale-West (HDVW) - bed 7 south section
2022-W12 Chives SGH3-N,Length (m): 8.02; Nr of plants: 128,Chives,SPRING,8.02,128,Summer Green House (SGH) - bed 3 north section
2022-W12 Hokkaido squash HVE25,Length (m): 53.4; Nr of plants: 52,Hokkaido squash,SPRING,53.4,52,HortasDoVale-East (HDVE) - bed 25
2022-W12 Lettuce HVW07-S,Length (m): 28.5; Nr of plants: 128,Lettuce,SPRING,28.5,128,HortasDoVale-West (HDVW) - bed 7 south section
2022-W13 Beetroot WGH3,Length (m): 9.35; Nr of plants: 149,Beetroot,SPRING,9.35,149,Winter Green House - bed 3
2022-W13 Cucumber WGH5,Length (m): 9.35; Nr of plants: 32,Cucumber,SPRING,9.35,32,Winter Green House - bed 5
2022-W13 Land cress SGH4-N,Length (m): 2.23; Nr of plants: 71,Land cress,SPRING,2.23,71,Summer Green House (SGH) - bed 4 north section
2022-W13 Melon long HVE09-S,Length (m): 14.3; Nr of plants: 14,Melon long,SPRING,14.3,14,HortasDoVale-East (HDVE) - bed 9 south section
2022-W13 Melon long HVE10-S,Length (m): 14.3; Nr of plants: 14,Melon long,SPRING,14.3,14,HortasDoVale-East (HDVE) - bed 10 south section
2022-W13 Melon round HVE09-S,Length (m): 14.3; Nr of plants: 14,Melon round,SPRING,14.3,14,HortasDoVale-East (HDVE) - bed 9 south section
2022-W13 Melon round HVE10-S,Length (m): 14.3; Nr of plants: 14,Melon round,SPRING,14.3,14,HortasDoVale-East (HDVE) - bed 10 south section
2022-W13 Muscade Pumpkin HVE12,Length (m): 55.2; Nr of plants: 54,Muscade Pumpkin,SPRING,55.2,54,HortasDoVale-East (HDVE) - bed 12
2022-W13 Potato HVE03,Length (m): 55.2; Nr of plants: 330,Potato,SPRING,55.2,330,HortasDoVale-East (HDVE) - bed 3
2022-W13 Radishes SGH2-N,Length (m): 8.02; Nr of plants: 1203,Radishes,SPRING,8.02,1203,Summer Green House (SGH) - bed 2 north section
2022-W13 Salanova WGH3,Length (m): 12; Nr of plants: 192,Salanova,SPRING,12,192,Winter Green House - bed 3
2022-W13 Watermelon HVE15-N,Length (m): 27.6; Nr of plants: 27,Watermelon,SPRING,27.6,27,HortasDoVale-East (HDVE) - bed 15 north section
2022-W13 Watermelon HVE16-N,Length (m): 27.6; Nr of plants: 27,Watermelon,SPRING,27.6,27,HortasDoVale-East (HDVE) - bed 16 north section
2022-W13 Zucchini WGH5,Length (m): 12; Nr of plants: 15,Zucchini,SPRING,12,15,Winter Green House - bed 5
2022-W14 Basil HVW08,Length (m): 57; Nr of plants: 56,Basil,SPRING,57,56,HortasDoVale-West (HDVW) - bed 8
2022-W14 Broccoli HVW07-S,Length (m): 28.5; Nr of plants: 128,Broccoli,SPRING,28.5,128,HortasDoVale-West (HDVW) - bed 7 south section
2022-W14 Coriander HVE13-S,Length (m): 2.67; Nr of plants: 85,Coriander,SPRING,2.67,85,HortasDoVale-East (HDVE) - bed 13 south section
2022-W14 Dill HVE24-S,Length (m): 6.23; Nr of plants: 99,Dill,SPRING,6.23,99,HortasDoVale-East (HDVE) - bed 24 south section
2022-W14 Fennel bulb HVE24-S,Length (m): 6.23; Nr of plants: 99,Fennel bulb,SPRING,6.23,99,HortasDoVale-East (HDVE) - bed 24 south section
2022-W14 Horseradish HVE18-N,Length (m): 8.91; Nr of plants: 1336,Horseradish,SPRING,8.91,1336,HortasDoVale-East (HDVE) - bed 18 north section
2022-W14 Kolrabi HVW03,Length (m): 57; Nr of plants: 256,Kolrabi,SPRING,57,256,HortasDoVale-West (HDVW) - bed 3
2022-W14 Lambs lettuce HVE13-S,Length (m): 5.34; Nr of plants: 170,Lambs lettuce,SPRING,5.34,170,HortasDoVale-East (HDVE) - bed 13 south section
2022-W14 Lettuce HVE09-S,Length (m): 28.5; Nr of plants: 128,Lettuce,SPRING,28.5,128,HortasDoVale-East (HDVE) - bed 9 south section
2022-W14 Lettuce HVE10-S,Length (m): 28.5; Nr of plants: 128,Lettuce,SPRING,28.5,128,HortasDoVale-East (HDVE) - bed 10 south section
2022-W14 Lettuce HVW08,Length (m): 28.6; Nr of plants: 128,Lettuce,SPRING,28.6,128,HortasDoVale-West (HDVW) - bed 8
2022-W14 Mizuna green HVE13-S,Length (m): 3.56; Nr of plants: 113,Mizuna green,SPRING,3.56,113,HortasDoVale-East (HDVE) - bed 13 south section
2022-W14 Mizuna purple HVE13-S,Length (m): 4.01; Nr of plants: 128,Mizuna purple,SPRING,4.01,128,HortasDoVale-East (HDVE) - bed 13 south section
2022-W14 Onion HVE11,Length (m): 57; Nr of plants: 1824,Onion,SPRING,57,1824,HortasDoVale-East (HDVE) - bed 11
2022-W14 Onion HVE11-S,Length (m): 28.5; Nr of plants: 912,Onion,SPRING,28.5,912,HortasDoVale-East (HDVE) - bed 11 south section
2022-W14 Pack choi HVE24,Length (m): 24; Nr of plants: 384,Pack choi,SPRING,24,384,HortasDoVale-East (HDVE) - bed 24
2022-W14 Rucula HVE23-N,Length (m): 8.02; Nr of plants: 256,Rucula,SPRING,8.02,256,HortasDoVale-East (HDVE) - bed 23 north section
2022-W14 Salanova HVW08-N,Length (m): 14.3; Nr of plants: 64,Salanova,SPRING,14.3,64,HortasDoVale-West (HDVW) - bed 8 north section
2022-W14 Spinaches HVE23-S,Length (m): 9.35; Nr of plants: 299,Spinaches,SPRING,9.35,299,HortasDoVale-East (HDVE) - bed 23 south section
2022-W14 Tomatoes varied HVW08,Length (m): 57; Nr of plants: 56,Tomatoes varied,SPRING,57,56,HortasDoVale-West (HDVW) - bed 8
2022-W15 Land cress HVE24-N,Length (m): 2.23; Nr of plants: 71,Land cress,SPRING,2.23,71,HortasDoVale-East (HDVE) - bed 24 north section
2022-W15 Leek HVE13-N,Length (m): 27.6; Nr of plants: 883,Leek,SPRING,27.6,883,HortasDoVale-East (HDVE) - bed 13 north section
2022-W16 Aubergine HVW03,Length (m): 57; Nr of plants: 152,Aubergine,SPRING,57,152,HortasDoVale-West (HDVW) - bed 3
2022-W16 Carrot HVE04,Length (m): 55.2; Nr of plants: 8280,Carrot,SPRING,55.2,8280,HortasDoVale-East (HDVE) - bed 4
2022-W16 Sweet corn HVW01,Length (m): 57; Nr of plants: 456,Sweet corn,SPRING,57,456,HortasDoVale-West (HDVW) - bed 1
2022-W16 Turnip HVE10-N,Length (m): 27.6; Nr of plants: 3588,Turnip,SPRING,27.6,3588,HortasDoVale-East (HDVE) - bed 10 north section
2022-W17 Cucumber HVW11-N,Length (m): 11.6; Nr of plants: 52,Cucumber,SPRING,11.6,52,HortasDoVale-West (HDVW) - bed 11 north section
2022-W17 Green beans dwarf normal HVW11-S,Length (m): 27.6; Nr of plants: 124,Green beans dwarf normal,SPRING,27.6,124,HortasDoVale-West (HDVW) - bed 11 south section
2022-W17 Hot peppers HVW12-S,Length (m): 8.91; Nr of plants: 22,Hot peppers,SPRING,8.91,22,HortasDoVale-West (HDVW) - bed 12 south section
2022-W17 Padron peppers HVW12-S,Length (m): 8.91; Nr of plants: 22,Padron peppers,SPRING,8.91,22,HortasDoVale-West (HDVW) - bed 12 south section
2022-W17 Peppers HVW10,Length (m): 28.6; Nr of plants: 70,Peppers,SPRING,28.6,70,HortasDoVale-West (HDVW) - bed 10
2022-W17 Peppers HVW12,Length (m): 28.6; Nr of plants: 70,Peppers,SPRING,28.6,70,HortasDoVale-West (HDVW) - bed 12
2022-W17 Tomato roma HVW10,Length (m): 21.4; Nr of plants: 52,Tomato roma,SPRING,21.4,52,HortasDoVale-West (HDVW) - bed 10
2022-W17 Tomato roma HVW12,Length (m): 21.4; Nr of plants: 52,Tomato roma,SPRING,21.4,52,HortasDoVale-West (HDVW) - bed 12
2022-W17 Tomatoes small HVW10,Length (m): 7.12; Nr of plants: 16,Tomatoes small,SPRING,7.12,16,HortasDoVale-West (HDVW) - bed 10
2022-W17 Tomatoes small HVW12,Length (m): 7.12; Nr of plants: 16,Tomatoes small,SPRING,7.12,16,HortasDoVale-West (HDVW) - bed 12
2022-W17 Zucchini HVW11-N,Length (m): 16; Nr of plants: 20,Zucchini,SPRING,16,20,HortasDoVale-West (HDVW) - bed 11 north section
2022-W18 Beetroot HVW02-N,Length (m): 18.3; Nr of plants: 292,Beetroot,SPRING,18.3,292,HortasDoVale-West (HDVW) - bed 2 north section
2022-W18 Celery HVW02-S,Length (m): 18.3; Nr of plants: 292,Celery,SPRING,18.3,292,HortasDoVale-West (HDVW) - bed 2 south section
2022-W18 Fennel bulb HVW02-N,Length (m): 9.35; Nr of plants: 149,Fennel bulb,SPRING,9.35,149,HortasDoVale-West (HDVW) - bed 2 north section
2022-W18 Lettuce HVW02-S,Length (m): 18.3; Nr of plants: 292,Lettuce,SPRING,18.3,292,HortasDoVale-West (HDVW) - bed 2 south section
2022-W18 Radishes SGH3-N,Length (m): 11.1; Nr of plants: 1332,Radishes,SPRING,11.1,1332,Summer Green House (SGH) - bed 3 north section
2022-W18 Spinaches HVE22-S,Length (m): 18.3; Nr of plants: 585,Spinaches,SPRING,18.3,585,HortasDoVale-East (HDVE) - bed 22 south section
2022-W19 Aubergine HVW05,Length (m): 57; Nr of plants: 170,Aubergine,SPRING,57,170,HortasDoVale-West (HDVW) - bed 5
2022-W19 Curly kale HVW13-S,Length (m): 13.9; Nr of plants: 125,Curly kale,SPRING,13.9,125,HortasDoVale-West (HDVW) - bed 13 south section
